BUSINESS NAME, PHONE, WEB, EMAIL, STREET, SUBURB, STATE, POSTCODE, GPS LATITUDE, GPS LONGITUDE
Westmead Glass Service,(02) 9636 9461,,westmeadglass@yahoo.com.au,36 Cumberland Rd,NSW,Greystanes,2145,-33.830023, 150.94858
Willane Glass Service,(02) 9602 6695,,,79 Atkinson St,NSW,Liverpool,2170,-33.930253, 150.916393
Wilson Glass &amp; Glazing,0425 344 439,,wilsonglass@optusnet.com.au,,,,,-33.9441916, 151.196217
WindowsFactory,0429 814 144,,,Unit 17 272-274 Victoria St,NSW,Wetherill Park,2164,-33.84667, 150.914356
Windsor Glass &amp; Glazing,(02) 4587 7455,,,Unit 3 / 171 Macquarie St,NSW,Windsor,2756,-33.61365, 150.81306
Woodbridge Glass Service,(02) 6581 0616,,woodbridgeglass@aapt.net.au,22 Acacia Ave,NSW,Port Macquarie,2444,-31.445997, 152.888431
WELLMOORE GLASS AND ALUMINIUM,0432 485 399,,info@wellmoore.com.au,,,,,-29.4974273, 153.0993878
Wine Country Glass &amp; Windscreen Service,0499 587 348,,admin@winecountryglass.com.au,43 Occident St,NSW,Nulkaba,2325,-32.808541, 151.344676
Wylee Group Pty Ltd,(02) 9729 1818,,,Unit 1/ 119 Long St,NSW,Smithfield,2164,-33.839657, 150.929936
Yorel Glass Pty Ltd,0404 884 603,,lmaloinato@gmail.com,,,,,-34.3762831, 150.9106657
YOUNG GLASS,(02) 6382 2054,,accounts@youngglassservice.com.au,1 Possum Lane,NSW,Young,2594,-34.310441, 148.287464
Young Glass Service,(02) 6382 2054,,luke@youngglassservice.com.au,,,,,-34.3142198, 148.2977066
Allglass &amp; Aluminium (NT),(08) 8947 7158,,,,,,,
Aluglass Australia,(08) 8944 5700,,,,,,,-12.4749376, 130.9092761
Cramar Glass &amp; Aluminium Installations,(08) 8947 0669,,,Shed 7 152 Winnellie Rd, NT,Winnelli,0820,-12.42773, 130.89241
DABSCO,(08) 8947 8111,,sales@dabsco.com.au,PO Box 38246, NT,Winnellie Private Boxe,0820,-12.4259177, 130.8705633
Darwin Emergency Glass,(08) 8947 3833,,admin@darwinglass.com,28 Toupein Rd, NT,Yarrawong,0830,-12.472609, 130.989603
GGS Alice Glass &amp; Aluminium,(08) 8952 4488,,ggsalice@bigpond.net.au,Cnr Smith &amp; Whittaker St, NT,Alice Spring,0870,-23.693348, 133.874401
Katherine Glass and Security Screens Pty Ltd,0450 658 864,,,48 Crawford St, NT,Katherine Eas,0850,-14.477846, 132.287962
M.A.D Glass &amp; Aluminium,(08) 8985 2338,,,PO Box 3054, NT,Darwi,0801,-12.462288, 130.840901
M.R.L. Cleaning Services,0414 490 109,,,24 Harry Chan Ave, NT,Darwi,0800,-12.46421, 130.84645
Neata Glass &amp; Aluminium,(08) 8952 5588,,reception@neata.com.au,12 Elder St, NT,Ciccon,0870,-23.698566, 133.871327
Palmerston 24Hr Emergency Glass,(08) 8932 1888,,,28 Toupein Rd, NT,Yarrawong,0830,-12.472609, 130.989603
Pete's Glass &amp; Aluminium,(08) 8947 0128,,petesglass@bigpond.com.au,Corner Reichardt Road and Sadgroves Crescent,, NT,Winnelli,0820,-12.4283, 130.86616
Suncity Trade Solutions,0426 766 654,,suncitytradesolutions@gmail.com,29 Macredie St, NT,Nakar,0810,-12.368437, 130.875616
Total Glass Solutions,(08) 8931 1326,,,12 Butler Pl, NT,Holtz,0829,-12.45645, 130.96991
Total Glass Solutions NT Pty Ltd,(08) 8932 1777,,total.glass@hotmail.com,15 Butler Pl, NT,Pineland,0829,-12.457216, 130.969289
Able Glass &amp; Maintenance,0438 514 917,,,,,,,
Adelaide Total Glass,0412 979 089,,,Unit 2/ 100 Rundle Rd, SA,Salisbury Sout,5106,-34.785579, 138.642079
Alu Glass,0415 557 175,,,,,,,-34.9872828, 138.5383921
A.S.A.P. Office Services,0418 802 884,,,494 Nelson Rd, SA,Gulfview Height,5096,-34.803075, 138.66023
Adelaide Glazier,(08) 5117 3233,,adelaideglazier99@gmail.com,47 Trumara Rd, SA,Marin,5049,-35.049715, 138.517088
Adelaide Glaziers,0426 584 140,,,,,,,-35.0218094, 138.5650636
Adelaide Hills Glass,0439 890 661,,,,,,,-35.1727006, 138.8363644
AJ Glass,0401 485 295,,jonyvonnejai@optusnet.com.au,Craigmore, SA,Craigmor,5114,-34.7079594, 138.7058639
Aldinga Security &amp; Showers Pty Ltd,(08) 8557 6982,,asas.glass@gmail.com,3/ 70 How Rd, SA,Aldinga Beac,5173,-35.277049, 138.470558
All About Glazing &amp; Maintenance,0439 855 246,,info@aagm.com.au,,,,,-34.863147, 138.5293601
All Areas Glass &amp; Glazing,0408 727 020,,allareas@internode.on.net,16-18 Research Rd, SA,Poorak,5095,-34.813204, 138.631252
AMC Glass Service,0437 335 660,,amcglassservice@gmail.com,,,,,
AM Glass.,(08) 8523 1940,,,,,,,
A &amp; M Glass,(08) 8523 1940,,,1A Paxton St, SA,Willasto,5118,-34.59375, 138.736439
ASAS Glass Pty Ltd,0417 222 121,,,Unit 2/ 70 How Rd, SA,Aldinga Beac,5173,-35.277049, 138.470558
Aussie Aluminium,0427 074 367,,enquiries@aussiealuminium.com.au,95 Verran Tce, SA,Port Lincol,5606,-34.736249, 135.854966
Australian Independent Glass,(08) 8162 5196,,sales@independentglass.com.au,Unit 4/ 35-37 Maxwell Rd, SA,Poorak,5095,-34.813902, 138.63759
Adelaide Independent Glass,(08) 8333 0777,,terry@adelaideindependentglass.com.au,3 Hender Ave, SA,Magil,5072,-34.909356, 138.681075
All Class Glazing,0403 029 082,,acglaze@bigpond.com,,,,,-34.7876912, 138.6549299
AM Glass and Aluminium,(08) 8523 1940,,admin@amglass.net.au,Lot 4 Bernard Ct, SA,Gawler Bel,5118,-34.568413, 138.747174
Aztec Glass,(08) 8645 8500,,aztecglass@senet.com.au,8 Hursthouse St, SA,Whyall,5600,-33.022368, 137.562006
Barossa Glass,0429 040 206,,jerome@barossaglass.com.au,,,,,-34.523453, 138.9614938
Betta-View Windows Pty Ltd,(08) 8632 4304,,bettaview2@hotmail.com,84 Esmond Rd, SA,Port Piri,5540,-33.192467, 138.00683
B&amp;M Glass,(08) 8271 0111,,,82 Charles St, SA,Unle,5061,-34.947508, 138.603625
Clare One Stop Glass Shop,1300 045 277,,norwind@sa.chariot.net.au,188 Main North Rd, SA,Clar,5453,-33.83568, 138.61377
CMR Glass Service Pty Ltd,(08) 8260 4606,,,19 Elinga Ave, SA,Ingle Far,5098,-34.83435, 138.63294
Construction Glazing Pty Ltd,(08) 8179 1200,,,82 Charles St, SA,Unle,5061,-34.947508, 138.603625
Complete Glass,(08) 8269 4444,,info@completewindscreens.com.au,220 Main North Rd, SA,Prospec,5082,-34.879278, 138.602032
Coober Pedy Glassworks,0488 788 294,,david.hartley5@bigpond.com,Lot 601 Brady St, SA,Coober Ped,5723,-29.0170872565, 134.747005419
Delta Glass,(08) 8365 3065,,deltaglass@iprimus.com.au,715 Lower North East Rd, SA,Paradis,5075,-34.870343, 138.673323
D &amp; T Glazing,0418 555 935,,darren_paynter@yahoo.com.au,5 Harley St, SA,Blyt,5462,-33.846963, 138.488548
Dunrich Joinery &amp; Furnishing Service,(08) 8752 1952,,,,,,,
Enfield Glass &amp; Aluminium,(08) 8369 1261,,enfieldglass@gmail.com,171 Hampstead Rd, SA,Greenacre,5086,-34.86687, 138.61913
Federation Glass,(08) 8391 0944,,info@federationglass.com.au,14 Follett Cl, SA,Totnes,5250,-35.05522, 138.848917
Festival Glass &amp; Glazing,(08) 8299 9368,,admin@festivalglass.com.au,27 Deloraine Rd, SA,Edwardstow,5039,-34.987526, 138.569897
Fleurieu Glass, Glazing and Home Maintenance,(08) 8552 8794,,enquiries@fleurieuglass.com.au,Shed D 3 50-54 Maude St, SA,Victor Harbo,5211,-35.558073, 138.601068
Gotcha Glass,(08) 8250 1642,,,Unit/4 23 Playford Crst, SA,Salisbury Nort,5108,-34.750002, 138.640173
Hassle Free Glazing,0425 202 073,,,,,,,-34.7494497, 138.6211587
Ian McKenzie,(08) 8379 4378,,,38 Allinga Ave, SA,Glensid,5065,-34.94309, 138.637751
JPS Glass Painters,(08) 8395 3639,,,Unit 1 92 Research Rd, SA,Poorak,5095,-34.81827, 138.63908
Kapunda Glass,(08) 8566 3055,,,,,,,-34.3410932, 138.9151993
Kingswood glass service,0412 827 407,,uglass2@iinet.net.au,,,,,-34.9673667, 138.6088028
K.T. Classic Glass Pty Ltd,(08) 8258 4425,,,Unit 2 1395 Main North Rd, SA,Para Hills Wes,5096,-34.797055, 138.642647
Lincoln Glass and Aluminium Service,(08) 8684 2219,,admin@lincolnglass.com.au,59 Mortlock Tce, SA,Port Lincol,5606,-34.72933, 135.857684
Lnn Auto Pty Ltd,0404 595 488,,lawlaw1126@gmail.com,40 Pope St, SA,Beverle,5009,-34.890519, 138.544283
Marion Glass,(08) 8377 1027,,mariong@ace.net.au,Unit 6 1 Dongeal Rd, SA,Lonsdal,5160,-35.012971, 138.556715
McLaren Vale Glass,(08) 8383 0001,,mclarenvaleglass@bigpond.com,,,,,
Morphett Vale Glass,0439 198 173,,,24 Panorama Cres, SA,Reynell,5161,-35.099881, 138.524028
Mau M L,(08) 8523 4070,,,92 Main North Rd, SA,Willasto,5118,-34.580905, 138.747209
M.C Glass &amp; Glazing,0411 665 701,,matt@mcglazing.com.au,6 Victor Dr, SA,Valley Vie,5093,-34.840036, 138.647737
Mt Barker Glass,(08) 8398 3090,,,10 Simper Cres, SA,Mt Barke,5251,-35.0741, 138.87853
Murray Bridge Glass,(08) 8532 5820,,murraybridgeglass@bigpond.com,1 Rayson St, SA,Murray Bridg,5253,-35.127352, 139.252256
Millicent Windows &amp; Doors,(08) 8733 3000,,millwind@bigpond.com,2 Davenport St, SA,Millicen,5280,-37.594527, 140.350576
My Glazier,0404 111 101,,,,,,,-34.9344029, 138.5415143
Northern Windscreens,(08) 8844 5144,,,1 Harley St, SA,Blyt,5462,-33.8475, 138.48868
Parkside glass,0412 827 407,,uglass2@iinet.net.au,,,,,
Peter Pan The Glass Man,(08) 8263 5105,,admin@peterpanglass.net.au,,,,,-34.8756867, 138.959002
Prospect Glass &amp; Maintenance,(08) 8344 6303,,esoja@bigpond.net.au,3 Doreen St, SA,Prospec,5082,-34.88176, 138.5962
Payne Glass Repairs Pty Ltd,0412 840 209,,payneglass@optusnet.com.au,,,,,-34.8557282, 138.6427364
Port Adelaide Glass,(08) 8341 2289,,,3 Staite St, SA,Wingfiel,5013,-34.838513, 138.560367
Pure Glass SA,0408 083 678,,,135 Rozelle Ave, SA,Melrose Par,5039,-34.984336, 138.575152
Reliable Glass Glazing Contractors,(08) 8341 1100,,sales@reliableglass.com.au,9 Schenker Dr, SA,Royal Par,5014,-34.863703, 138.504398
Robertson's Glazing Service,(08) 8264 4161,,sales@robertsonsglazing.com.au,,,,,
Rick Hooper Glass,(08) 8298 1610,,,,,,,-35.0105401, 138.5623064
Rick Hooper Glass Inc. Splashbacks Direct,(08) 8278 1087,,,,,,,-35.0048707, 138.5576999
Riverland Glass Pty Ltd,(08) 8582 2444,,wayne.francis@riverlandglass.com.au,7 Hughes St, SA,Berr,5343,-34.272197, 140.602224
Symons Glass,0409 819 991,,,38 Allinga Ave, SA,Glensid,5065,-34.94309, 138.637751
The Glass Doctor,0418 822 137,,glassdoctor@ozemail.com.au,Unit 1/ 5 Ballantyne St, SA,Magil,5072,-34.912138, 138.677303
Tudor Glass,(08) 9457 6398,,tudorglass@gmail.com,Unit 2, 31 Yampi Way, Willetton Wa 6155, WA,Willetto,6155,-32.042905, 115.887337
uglass,0402 040 134,,,19 Clifton St, SA,Malver,5061,-34.955695, 138.614912
Uglass,0412 827 407,,uglass2@iinet.net.au,19 Clifton St, SA,Malver,5061,-34.955695, 138.614912
Unique Glass Solutions,0447 878 071,,,,,,,-35.076482, 138.5919324
Unley Glass Pty. Ltd.,0402 141 979,,uglass@ozemail.com.au,23 Oxford Tce, SA,Unle,5061,-34.950526, 138.614111
Willsden Joinery, Hardware, Glass &amp; Glazing,(08) 8641 1739,,shelley.reed@willsdenjoinery.com.au,98 Railway Parade, SA,Port August,5700,-32.4922874, 137.7630806
Ausflet Glass &amp; Aluminium,(03) 6268 1142,,scott@ausflet.com.au,,,,,
Brooks Glass &amp; Aluminium,0409 727 730,,wbrooks@bigpond.net.au,23 Starlight Dr,TAS,Cambridge,7170,-42.838379, 147.468626
B&amp;T Glass,(03) 6264 2511,,,,,,,
B&amp;T Glass &amp; Glazing,0408 316 127,,,57 Wilmot Rd,TAS,Huonville,7109,-43.027063, 147.045829
CED Williams Glass Pty Ltd,(03) 6243 5030,,cedwilliamsglass1@bigpond.com,,,,,-42.84958523, 147.36736022
City Glass Tasmania P/L,(03) 6234 2213,,sales@cityglasstasmania.com.au,,,,,-42.881903, 147.323815
Coal River Glass &amp; Glazing,0408 141 928,,,,,,,-42.72991115, 147.4174041
Curtis Robbie Glass,0417 150 731,,,1 Bennet Pl,TAS,Bridgewater,7030,-42.73669, 147.24183
City Glass Tasmania,(03) 6234 2213,,tim@cityglasstasmania.com.au,Unit 1 131 Albert Rd,TAS,Moonah,7009,-42.849169, 147.309983
City Glass Tasmania Pty Ltd,(03) 6234 2213,,tim@cityglasstasmania.com.au,21 Brisbane St,TAS,Hobart,7000,-42.877603, 147.32565
C &amp; S Glazing,(03) 6340 1076,,,,,,,-41.4370868, 147.1393767
Custom Glass &amp; Aluminium Pty. Ltd.,0439 425 242,,cgalaunceston@yahoo.com,64 St Leonards Rd,TAS,St Leonards,7250,-41.441521, 147.178426
David Holland Glass Repairs,0402 307 973,,dackholland@gmail.com,,,,,-41.2353797, 146.4103638
Definitive Glass,0423 461 417,,,9 Nala Rd,TAS,Oyster Cove,7150,-43.10568, 147.222822
Derwent Park Glass &amp; Aluminium,(03) 6272 0602,,,17 Lampton Ave,TAS,Derwent Park,7009,-42.836009, 147.290642
East Coast Glass Tasmania,(03) 6372 5361,,,Four Mile Creek Rd,TAS,Falmouth,7215,-41.552445, 148.285022
Evans Glass Repairs,0479 018 201,,evansglassrepairs@yahoo.com.au,,,,,-42.7373523, 147.2269987
Granger Glass,0400 652 610,,phillipgranger4@gmail.com,,,,,-40.989392, 145.7270306
Jones &amp; Rumley,(03) 6228 0107,,admin@jorumglass.com,77 Albert Rd,TAS,Moonah,7009,-42.848238, 147.300802
Kingborough Glazing,(03) 6229 6406,,enquiries@kingboroughglazing.com.au,3/ 1 Patriarch Dr,TAS,Huntingfield,7055,-42.989641, 147.289937
Larry's Glass &amp; Aluminium,0409 976 363,,,43 Coningham Rd,TAS,Coningham,7054,-43.074861, 147.265784
Mark Dolega Glass Replacement,0419 563 545,,agelod@hotmail.com,,,,,-41.2128401, 146.343891
North East Glass &amp; Screens,(03) 6352 3177,,enquiries@northeastglass.com.au,Cnr George and Cameron Sts,,TAS,Scottsdale,7260,-41.157941, 147.517088
One Glass &amp; Aluminium Pty Ltd,0401 352 414,,,31 Thistle St,TAS,Launceston,7250,-41.452448, 147.14112
Prospect Glass &amp; Screens,(03) 6344 8246,,prospectglass@bigpond.com,10-11 8 Trotters Lane,TAS,Prospect,7250,-41.472272, 147.13582
Rhino's Glass &amp; Maintenance,0407 815 582,,rhinosglass@gmail.com,,,,,-41.1783532, 146.3609534
R.I.H Screens,(03) 6331 9246,,rihscreens@hotmail.com,9 / 14 Broadland Dr,TAS,Launceston,7250,-41.43189, 147.15538
S W Glazing,0407 518 012,,swglazing@gmail.com,,,,,-41.4687523, 147.1619694
Tamar Glass Service,0407 821 046,,,284 West Arm Rd,TAS,Beauty Point,7270,-41.15443, 146.78579
Tasmanian Glass &amp; Aluminium Association,0407 874 943,,,,,,,-42.881903, 147.323815
Tasmanian Sliding Door Repairs,(03) 6231 0915,,,24 Shannuk Dr,TAS,West Hobart,7000,-42.88394, 147.30628
Woodhouse Glass &amp; Glazing Pty Ltd,0438 900 335,,noelandkaren@bigpond.com.au,36 Trevor St,TAS,Ulverstone,7315,-41.164841, 146.163612
A1 Glass &amp; Glazing,0481 723 211,,,,,,,-37.918018, 145.035736
AA Prahran Glass,(03) 9527 7615,,john@prahranglass.com.au,,,,,-37.8726822, 145.0248412
ABS Glass Replacement &amp; Glazing,0403 217 388,,,103 Wallara Waters Blvd,VIC,Wallan,3756,-37.425893, 144.994657
Affordable Glass Replacements,(03) 9366 7706,,affordableglass@optusnet.com.au,23 Firbank Tce,VIC,Albanvale,3021,-37.744077, 144.769079
AAAAB El Cheapo Glass,(03) 9792 9626,,,,,,,-37.9874598, 145.2148612
AAAACE Pty Ltd,1300 558 577,,,,,,,-37.8785156, 145.1648632
AAAA Glassman Network,(03) 9796 3655,,sales@glassmannetwork.com.au,,,,,-38.027115, 145.30304
AAA Glass,(03) 9338 1281,,aaaglass@bigpond.com,,,,,-37.701486, 144.8738088
AA All Day All Night Glass,1800 634 678,,bellarineglass8@bigpond.com,,,,,
A A All Day All Night Glass,1800 634 678,,bellarineglass8@bigpond.com,38 Murradoc Rd,VIC,Drysdale,3222,-38.17382, 144.57437
A.A.A. Northcote Glass &amp; Mirrors,(03) 9419 1989,,,156 Keele St,VIC,Collingwood,3066,-37.797472, 144.992336
A. AAprahran Glass,0402 200 936,,john@prahranglass.com.au,,,,,-37.8726822, 145.0248412
AAT Call Glass,(03) 9398 5850,,,6 Dove Ave,VIC,Altona,3018,-37.870179, 144.809302
A A The Glass Store,(03) 9484 6725,,,,,,,-37.7540674, 145.0012255
Abba Glazing,(03) 9752 2404,,abbaglazing@gmail.com,1/ 1861 Ferntree Gully Rd,VIC,Ferntree Gully,3156,-37.882938, 145.273863
Abbot Glass,(03) 9528 3011,,,587 Victoria St,VIC,Abbotsford,3067,-37.81081, 145.003134
Abbott Glass,(03) 9315 2828,,,233 Sunshine Rd,VIC,Footscray,3011,-37.798852, 144.848756
ABC Window Solutions,(02) 6059 2913,,sales@windowsdoorswindows.com.au,18 Tourmaline Dr,VIC,Wodonga,3690,-36.124318, 146.863849
A Berwick Glassman,(03) 9707 4666,,,,,,,-38.03747099, 145.34860338
Ability Glass &amp; Screens,0412 222 446,,,,,,,-38.2685161, 145.0137448
Absolute Dynamic Window Pty Ltd,(03) 5152 8500,,info@dynamicwindows.com.au,82 Forge Creek Rd,VIC,Bairnsdale,3875,-37.839104, 147.608667
A Champane Glass &amp; Glazing,0408 370 963,,champaneglass@hotmail.com.au,,,,,
Active Glass,(08) 9271 2650,,admin@activeglass.com.au,,,,,-31.9196602, 115.911943
Adkins Glass,0419 517 822,,,57 Mcintyre Rd,VIC,Sunshine North,3020,-37.769486, 144.829775
Advance Glass Pty Ltd,(03) 9307 7412,,admin@advanceglass.com.au,,,,,-37.73315, 144.866745
A Fast Glass Replacement,0408 802 139,,,,,,,-38.1413993, 145.1224639
Affinity Glass &amp; Glazing,0404 855 481,,nicktegrotenhuis@gmail.com,,,,,-38.052059, 145.115906
Affix Glass,(03) 9366 8451,,,45 Lois St,VIC,St Albans,3021,-37.73063, 144.81168
A Glazier &amp; Shutter Services,0404 312 949,,krystalviewglass@bigpond.com,,,,,-37.796322, 145.281036
A Gully Glassman,(03) 9758 5155,,,,,,,-37.883583, 145.295395
A &amp; K Glazing, Shutter and Make Safe Services 24/7,0413 856 732,,office@emergencyshutters.com.au,180 Skye Rd,VIC,Frankston,3199,-38.135276, 145.14988
Albert Glass,,,,,,,,-37.9212454, 145.0597405
Alexandra Windscreens &amp; Glass Service,(03) 5772 1994,,info@nationalwindscreens.com.au,31 Aitken St,VIC,Alexandra,3714,-37.187309, 145.702329
Ali Tech Glazing,(03) 9775 1988,,sales@ali-tech.com.au,,,,,-38.0917427, 145.178198
Allens Glass,(03) 9532 0500,,,Factory 8/1 - 3 Bricker St,VIC,Cheltenham,3192,-37.95295, 145.07045
A Alligator Glass Pty Ltd,(03) 9555 7455,,enquiries@alligatorglass.com.au,1/ 249 Bay Rd,VIC,Cheltenham,3192,-37.954808, 145.031951
ABS Glass,0403 217 388,,abs.glass@hotmail.com,,,,,-37.4141126, 144.9791852
All Glass Albury/Wodonga,(02) 6021 5944,,admin@alburyglass.com.au,19 Reid St,NSW,Wodonga,3690,-36.123667, 146.894116
Alligator Glass Pty Ltd,(03) 9555 7455,,enquiries@alligatorglass.com.au,1/ 249 Bay Rd,VIC,Cheltenham,3192,-37.95479, 145.03181
Alnite Glass &amp; Emergency Shutter Service Pty Ltd,1800 357 124,,glassaus@optusnet.com.au,,,,,-37.756367, 145.066849
ASAP Glass Pty Ltd,(03) 9548 0044,,,10 Booloora Rd,VIC,Springvale,3171,-37.944886, 145.140249
All Melbourne Glass,(03) 9428 4472,,,,,,,-37.8186391, 145.0014756
All Points Glass Bulleen,(03) 9852 3002,,info@allpointsglassbulleen.com.au,5 - 7 Greenaway St,VIC,Bulleen,3105,-37.76092, 145.08235
All Window Repairs &amp; Glazing,(03) 9782 2822,,allwindows@bigpond.com,865 Western Port Hwy,VIC,Skye,3977,-38.110026, 145.232857
Alpine Glass &amp; Glazing,0418 580 171,,,Factory 1/ 269 Dead Horse Lane,VIC,Mansfield,3722,-37.043577, 146.096796
Aluminium Glass Facade Systems,(03) 9363 8266,,,20 Reid St,VIC,Ardeer,3022,-37.771977, 144.804871
AM Glass,0408 582 851,,,,,,,-37.76421, 144.862839
AM Glass Repairs,0408 582 851,,amglass@live.com.au,,,,,-37.76421, 144.862839
A Narre Glassman,(03) 9796 3655,,,5 Fullard Rd,VIC,Narre Warren,3805,-38.031626, 145.304608
Anglesea Glazier,(03) 5263 1225,,alsedg@bigpond.com,38 Parker St,VIC,Anglesea,3230,-38.414139, 144.178694
Archer Glass,1300 247 452,,,Unit 8 / 136 Cochranes Rd,VIC,Moorabbin,3189,-37.944931, 145.074598
ASAP Glass Victoria P/L,1300 734 584,,info@asapglass.com.au,10 Booloora Rd,VIC,Springvale,3171,-37.944886, 145.140249
A Shark Glass Pty Ltd,0408 536 351,,,31 33 Stanley Rd,VIC,Keysborough,3173,-37.99658, 145.16913
Asia Leadlight,0423 666 216,,,52 Marshall Ave,VIC,St Albans,3021,-37.74349, 144.82561
A. Sorrento &amp; Tootgarook Glass- Mr Glass,(03) 5985 5891,,,,,,,-38.3708857, 144.8248398
Asset Glass &amp; Aluminium Pty Ltd,0410 543 818,,assetglass@optusnet.com.au,,,,,-37.7487667, 145.0415116
A To Z Glass Service,0410 665 656,,,27 Winbourne Rd,VIC,Mt Waverley,3149,-37.8766, 145.12382
Aurora Glass Sandblasting,0429 893 070,,,,,,,-37.6811991, 145.0139331
Aussie Glass,(03) 9723 4180,,,20 St Georges Crst,VIC,Croydon,3136,-37.798306, 145.294915
Aussie Gumboot,(03) 5483 7442,,aussie.gumboot@bigpond.com.au,746 Wharparilla Rd,VIC,Echuca,3564,-36.154437, 144.629684
Austech Glass Systems Pty Ltd,(03) 9562 6388,,sales@austechglass.com.au,1305 North Rd,VIC,Huntingdale,3166,-37.91162, 145.10582
Australian China &amp; Crystal Restorations,(03) 9807 7888,,,721 Warrigal Rd,VIC,Chadstone,3148,-37.881141, 145.090912
Australian Glass Group,(03) 9730 7400,,info@australianglassgroup.com.au,81-83 Rushdale St,VIC,Knoxfield,3180,-37.902879, 145.25137
Avenel Glass &amp; Glazing,0431 279 415,,avenelglass@greenmail.net,18 Hughes St,VIC,Avenel,3664,-36.905881, 145.230066
Archer Glass Co. (Vic),1800 070 518,,,,,,,
Aus Glazing,0438 945 759,,peter@ausglazing.com.au,2 Harmony Dr,VIC,Mildura,3500,-34.210818, 142.133182
A-View Glass,1800 803 101,,,,,,,-37.909767, 145.353882
Axiom Group Pty Ltd,1300 652 336,,axiomgroupau@gmail.com,56 Lock Ave,VIC,Werribee,3030,-37.914507, 144.662347
Bacchus Marsh Glass,(03) 5368 1731,,,24 Greendale Trentham Rd,VIC,Greendale,3341,-37.559145, 144.302983
Barrington Glass,(03) 9785 6118,,bgbarrington@gmail.com,,,,,-38.1413993, 145.1224639
B.C.I. Glass,0427 940 163,,bciglass@bigpond.com,,,,,
Beaumont's Glass,(03) 5672 3288,,beaumontsglass@gmail.com,138 McKenzie St,VIC,Wonthaggi,3995,-38.596117, 145.593194
Bachelor Glazing,0419 900 782,,,Shop 5/ 498 Hampton St,VIC,Hampton,3188,-37.938361, 145.002348
Ballan Glass,(03) 5368 1599,,,24 Greendale Trentham Rd,VIC,Greendale,3341,-37.559145, 144.302983
Ballarat Glass and Doors,(03) 8566 7731,,ballaratglassanddoors@gmail.com,1001 Sturt St,VIC,Ballarat,3350,-37.560708, 143.84584
Barkly Glass,(03) 9687 2000,,info@barklyglass.com.au,496 Barkly St,VIC,West Footscray,3012,-37.797816, 144.880994
Barkly Glass Co.,(03) 9687 2000,,,,,,,-37.816608, 144.890106
Barton Glass,(03) 9795 9514,,David@bartonglass.com.au,420 Princes Hwy,VIC,Noble Park North,3174,-37.959161, 145.187789
Barwon Glass,0431 999 561,,sales@barwonglass.com.au,77 Pioneer Rd,VIC,Grovedale,3216,-38.202032, 144.330196
Bass Glass,0407 553 084,,graeme@bassglass.com.au,82 Agar Rd,VIC,Bass,3991,-38.461862, 145.44365
Bay City Glass,(03) 5229 1033,,tony@highmont.com.au,,,,,-38.1480041, 144.3593453
Bay Glass Portland,(03) 5523 4444,,admin@bayglass.net.au,52 Julia St,VIC,Portland,3305,-38.34816, 141.603114
Bayswater Glass,(03) 9729 6566,,info@bayswaterglass.com.au,,,,,-37.842567, 145.267944
Bayview Glass,0415 369 874,,,,,,,-37.8436842, 144.8849478
Bellarine Glass &amp; Screens,(03) 5253 2301,,bellarineglass8@bigpond.com,38 Murradoc Rd,VIC,Drysdale,3222,-38.173823, 144.574373
Benalla Glass,(03) 5762 2944,,,Gay St,VIC,Benalla,3672,-36.541806, 145.996369
Bendigo Glass Man,0427 335 917,,paul_glassman@hotmail.com,4 Erin Ct,VIC,Maiden Gully,3551,-36.751649, 144.205428
Bendigo Performance Glass,0484 120 087,,,6 Symonds St,VIC,Golden Square,3555,-36.773191, 144.248991
Ben M Glass &amp; Glazing,0448 152 025,,sales@benmglass.com.au,152 Twin Ranges Dr,VIC,Warragul,3820,-38.140802, 145.950974
Bentleigh Glass,(03) 9570 9570,,,160 Haughton Rd,VIC,Oakleigh,3166,-37.910738, 145.10117
Berwick Glass &amp; Glazing Pty Ltd,(03) 9705 7911,,info@berwickglass.com.au,Factory 7 4- 6 Len Thomas Pl,VIC,Narre Warren,3805,-38.0197, 145.29028
Best Glass Bendigo,0410 243 161,,admin@bestglass.com.au,,,,,-36.7587112, 144.2837459
Bettsy's; Glass,(03) 5952 3555,,,U 1 221 Settlement Road,VIC,Cowes,3922,-38.456461, 145.23664
Blue Ridge Constructions,0409 176 955,,,,,,,-38.2796742, 145.9327058
Broad Glass,0402 122 796,,torie@broadglass.com.au,,,,,-38.1413993, 145.1224639
Bruces' Glass,0418 521 076,,bruce.ross@live.com,146 Eastfield Rd,VIC,Croydon,3136,-37.81272, 145.28016
Budget Glass Pty Ltd,(03) 5996 3038,,budgetglass@live.com,,,,,
Boisdale Glassworks Maffra,(03) 5141 1420,,glassworksmaffra@gmail.com,Rear 52 Johnson St,VIC,Maffra,3860,-37.965475, 146.974592
BOLTE Construction,(03) 9763 0699,,,52 Lakeside Blv,VIC,Rowville,3178,-37.912762, 145.239642
Bomba Shopfitters Pty Ltd,(03) 5133 0567,,admin@bombashopfitters.com.au,12 Saskia Way,VIC,Morwell,3840,-38.23599, 146.43602
Border Security Doors,(02) 6056 3065,,tysonbradsworth@bigpond.com,7 Hemple St,VIC,Wodonga,3690,-36.124613, 146.894532
Border Tinting Service,(02) 6056 1786,,,Unit 1/ 4 Pressnell Lane,VIC,Wodonga,3690,-36.118944, 146.89066
